ORACLE_TABLE_ID,ORACLE_COL_NAME,ORACLE_COL_DESCRIPTION,ORACLE_DATATYPE
50650.0,ATTRIBUTE2,Descriptive flexfield segment,V
50650.0,ATTRIBUTE3,Descriptive flexfield segment,V
50650.0,ATTRIBUTE4,Descriptive flexfield segment,V
50650.0,ATTRIBUTE5,Descriptive flexfield segment,V
50650.0,ATTRIBUTE6,Descriptive flexfield segment,V
50650.0,ATTRIBUTE7,Descriptive flexfield segment,V
50650.0,ATTRIBUTE8,Descriptive flexfield segment,V
50650.0,ATTRIBUTE9,Descriptive flexfield segment,V
50650.0,ATTRIBUTE_CATEGORY,Descriptive flexfield structure definition column.,V
50650.0,CREATED_BY,Standard who column - user who created this row (foreign key to FND_USER.USER_ID).,N
50650.0,CREATION_DATE,Standard who column - date when this row was created.,D
50650.0,DISCOUNT_DAYS,"Number of days after terms date, used to calculate discount date for invoice payment line",N
50650.0,DISCOUNT_DAYS_2,"Number of days after terms date, used to calculate second discount available for invoice payment line",N
50650.0,DISCOUNT_DAYS_3,"Number of days after terms date, used to calculate third discount for invoice payment line",N
50650.0,DISCOUNT_DAY_OF_MONTH,Day of month used to calculate discount date for invoice payment line,N
50650.0,DISCOUNT_DAY_OF_MONTH_2,Day of month used to calculate second discount available for invoice payment line,N
50650.0,DISCOUNT_DAY_OF_MONTH_3,Day of month used to calculate third discount for invoice payment line,N
50650.0,DISCOUNT_MONTHS_FORWARD,Number of months ahead used to calculate discount date for invoice payment line,N
50650.0,DISCOUNT_MONTHS_FORWARD_2,"Number of months ahead, used to calculate discount available for invoice payment line",N
50650.0,DISCOUNT_MONTHS_FORWARD_3,"Number of months ahead, used to calculate third discount for invoice payment line",N
50650.0,DISCOUNT_PERCENT,Percentage used to calculate discount available for invoice payment line,N
50650.0,DISCOUNT_PERCENT_2,Percentage used to calculate second discount available for invoice payment line,N
50650.0,DISCOUNT_PERCENT_3,Percentage used to calculate third discount available for invoice payment line,N
50650.0,DUE_AMOUNT,Maximum of payment amount due by a certain date,N
50650.0,DUE_DAYS,"Number of days after terms date, used to calculate due date of invoice payment line",N
50650.0,DUE_DAY_OF_MONTH,Day of month used to calculate due date of invoice payment line,N
50650.0,DUE_MONTHS_FORWARD,"Number of months ahead, used to calculate due date of invoice payment line",N
50650.0,DUE_PERCENT,Percentage of payment due by a certain date,N
50650.0,FIXED_DATE,Fixed due date ,D
50650.0,LAST_UPDATED_BY,Standard who column - user who last updated this row (foreign key to FND_USER.USER_ID).,N
50650.0,LAST_UPDATE_DATE,Standard Who column - date when a user last updated this row.,D
50650.0,LAST_UPDATE_LOGIN,Standard who column - operating system login of user who last updated this row (foreign key to FND_LOGINS.LOGIN_ID).,N
50650.0,SEQUENCE_NUM,Number of payment term line,N
50650.0,TERM_ID,Term identifier,N
52593.0,GLOBAL_ATTRIBUTE11,Reserved For Globalization Functionality,V
50218.0,ACKNOWLEDGED_FLAG,Acknowledged Flag for NOEX,V
89258.0,INHERIT_FLAG,Inherit Flag,N
50650.0,DISCOUNT_CRITERIA_3,"When third discount is provided both in terms of percent and amount, this field decides which one to consider. This field holds one of the three values - H, L or NULL. If value is H system will consider Higher of the discounts arrived at by",V
69812.0,PERFORMANCE_PERIOD_FROM,Work Confirmation Period from,D
69812.0,PERFORMANCE_PERIOD_TO,Work Confirmation Period To,D
69812.0,REQUEST_DATE,Work Confirmation request date,D
69812.0,SHIP_FROM_LOCATION_ID,Ship From Location unique identifier,N
69812.0,WF_ITEM_KEY,item key used in the Work Confirmation Approval,V
69812.0,WF_ITEM_TYPE,item type used in the Work Confirmation Approval,V
50671.0,CATALOG_NAME,This is to support the replacement of catalogs for CIF format,V
50671.0,IP_CATEGORY_ID,IP Category Id for GBPA Lines (-2 stored for null values),N
50671.0,LAST_UPDATED_PROGRAM,The program name that last updated the row.,V
50671.0,MAX_RETAINAGE_AMOUNT,The maximum amount that can be withheld as Retainage against a contract line,N
50671.0,PROGRESS_PAYMENT_RATE,Percentage applied to the completed work on a financing Pay Item to determine the amount eligible for payment,N
50671.0,RECOUPMENT_RATE,Maximum percentage of the invoice amount against which previous prepayments can be applied,N
50671.0,RETAINAGE_RATE,Maximum percentage that can be withheld from an invoice as Retainage,N
50671.0,SUPPLIER_PART_AUXID,Supplier Part Auxiliary Id,V
50671.0,TAX_ATTRIBUTE_UPDATE_CODE,Keeps track of create/update actions on this entity,V
69741.0,AUTO_SOURCING_FLAG,Enable automatic sourcing flag,V
69741.0,CAT_ADMIN_AUTH_ENABLED_FLAG,Cat Admin Auth Enabled Flag,V
69741.0,CPA_REFERENCE,This is to support the iP catalog upgrade for items that had a CPA reference prior to Release 12. This column is just for information purpose.,N
69741.0,CREATED_LANGUAGE,Language code in which the GBPA was created.,V
69741.0,EMAIL_ADDRESS,Supplier Email Address,V
69741.0,ENABLE_ALL_SITES,Enable all the vendor sites for this GPBA,V
69741.0,FAX,Supplier Fax Number,V
69741.0,LAST_UPDATED_PROGRAM,The program name that last updated the row.,V
69741.0,LOCK_OWNER_ROLE,Role of the user locking the document,V
69741.0,LOCK_OWNER_USER_ID,User who is locking the document,N
69741.0,PAY_WHEN_PAID,This field is used to capture the Pay When Paid status of a given PO,V
69741.0,RETRO_PRICE_APPLY_UPDATES_FLAG,Retroactively apply price updates to existing POs flag.,V
69741.0,RETRO_PRICE_COMM_UPDATES_FLAG,Communicate price updates flag,V
69741.0,STYLE_ID,Determines the Purchasing Style of the document.,N
69741.0,SUPPLIER_AUTH_ENABLED_FLAG,Supplier Auth Enabled Flag,V
69741.0,SUPPLIER_NOTIF_METHOD,Supplier Notification Method,V
69741.0,TAX_ATTRIBUTE_UPDATE_CODE,Keeps track of create/update actions on this entity,V
69741.0,UPDATE_SOURCING_RULES_FLAG,Update sourcing rules flag,V
69775.0,TAX_ATTRIBUTE_UPDATE_CODE,Keeps track of create/update actions on this entity,V
69780.0,FIRST_APPROVER_ID,Unique identifier of the first approver in the approval hierarchy.,N
69780.0,FIRST_POSITION_ID,Unique identifier of the first position in the position hierarchy.,N
69780.0,TAX_ATTRIBUTE_UPDATE_CODE,Keeps track of create/update actions on this entity,V
69775.0,OTM_STATUS_CODE,Status of OTM Communication,V
69741.0,OTM_RECOVERY_FLAG,Flag to indicate whether OTM communication needs to be recovered,V
69741.0,OTM_STATUS_CODE,Status of OTM Communication,V
69775.0,OTM_RECOVERY_FLAG,Flag to indicate whether OTM communication needs to be recovered,V
70631.0,MIN_FC_BALANCE_OVERDUE_TYPE,Indicates whether the minimum customer balance amount overdue is expressed as a fixed amount or a percentage,V
70631.0,MIN_FC_BALANCE_PERCENT,Customer balance percentage threshold below which the late charge cannot be charged,N
70631.0,MIN_FC_INVOICE_OVERDUE_TYPE,Indicates whether the minimum invoice balance overdue is expressed as a fixed amount or a percentage,V
70631.0,MIN_FC_INVOICE_PERCENT,Invoice balance threshold percentage below which late charges can not be charged,N
70631.0,MIN_INTEREST_CHARGE,Minimum late charge amount.,N
69775.0,CBC_ACCOUNTING_DATE,Column used to store the accounting action date for dual budgetary controls,D
69775.0,CHANGE_REQUESTED_BY,Column used to store the change request userid,V
69775.0,CONSIGNED_CONSUMPTION_FLAG,Flag  indicates that  the PO Release  is a consumption advice,V
53977.0,UNASSIGNED_TIME,This column specifies the desired project type to which all unassigned time of a resource should be designated.,V
78670.0,GEOMETRY_SOURCE,Source of Geometry Information. This column is only used by Site Hub.,V
50671.0,SECONDARY_QTY,OPM: Converted quantity from BASE UOM to DUAL UOM for the item ordered,N
50671.0,SECONDARY_UOM,OPM: Stores the dual unit of measure for the item ordered,V
50671.0,TASK_ID,Project accounting task unique identifier. (References PA_TASKS.task_id.),N
51921.0,DISABLE_DATE,Disable date,D
51921.0,LAST_UPDATED_BY,Standard Who column,N
51921.0,LAST_UPDATE_DATE,Standard Who column,D
51921.0,LAST_UPDATE_LOGIN,Standard Who column,N
51921.0,LOCATION_ID,Location identifier,N
51921.0,ORGANIZATION_ID,Organization identifier,N
51921.0,PROGRAM_APPLICATION_ID,Concurrent Who column,N
51921.0,PROGRAM_ID,Concurrent Who column,N
51921.0,PROGRAM_UPDATE_DATE,Concurrent Who column,D
51921.0,REQUEST_ID,Concurrent Who column,N
51922.0,ATTRIBUTE1,Descriptive flexfield segment,V
51922.0,ATTRIBUTE10,Descriptive flexfield segment,V
51922.0,ATTRIBUTE11,Descriptive flexfield segment,V
51922.0,ATTRIBUTE12,Descriptive flexfield segment,V
51922.0,ATTRIBUTE13,Descriptive flexfield segment,V
51922.0,ATTRIBUTE14,Descriptive flexfield segment,V
51922.0,ATTRIBUTE15,Descriptive flexfield segment,V
51922.0,ATTRIBUTE2,Descriptive flexfield segment,V
51922.0,ATTRIBUTE3,Descriptive flexfield segment,V
51922.0,ATTRIBUTE4,Descriptive flexfield segment,V
51922.0,ATTRIBUTE5,Descriptive flexfield segment,V
51922.0,ATTRIBUTE6,Descriptive flexfield segment,V
51922.0,ATTRIBUTE7,Descriptive flexfield segment,V
51922.0,ATTRIBUTE8,Descriptive flexfield segment,V
51922.0,ATTRIBUTE9,Descriptive flexfield segment,V
51922.0,ATTRIBUTE_CATEGORY,Descriptive flexfield structure defining column,V
51922.0,AVAILABLE_24_HOURS_FLAG,Resource is available 24 hours or by shifts,N
51922.0,CAPACITY_UNITS,Resource capacity,N
51922.0,CREATED_BY,Standard Who column,N
51922.0,CREATION_DATE,Standard Who column,D
51922.0,DEPARTMENT_ID,Department unique identifier,N
51922.0,LAST_UPDATED_BY,Standard Who column,N
51922.0,LAST_UPDATE_DATE,Standard Who column,D
51922.0,LAST_UPDATE_LOGIN,Standard Who column,N
51922.0,PROGRAM_APPLICATION_ID,Concurrent Who column,N
51922.0,PROGRAM_ID,Concurrent Who column,N
51922.0,PROGRAM_UPDATE_DATE,Concurrent Who column,D
51922.0,REQUEST_ID,Concurrent Who column,N
51922.0,RESOURCE_GROUP_NAME,Resource use category,V
51922.0,RESOURCE_ID,Resource unique identifier,N
51922.0,SHARE_CAPACITY_FLAG,Allow sharing of capacity,N
51922.0,SHARE_FROM_DEPT_ID,Share capacity from department identifier,N
89258.0,FROM_OBJECT_REVISION_ID,From Object Revision Id,N
89258.0,FROM_STRUCTURE_REVISION_CODE,From structure revision code,V
89258.0,TO_END_ITEM_MINOR_REV_ID,To End Item Minor Rev Id,N
89258.0,TO_MINOR_REVISION_ID,To Minor Revision Id,N
89258.0,TO_OBJECT_REVISION_ID,To Object Revision Id,N
89258.0,TO_STRUCTURE_REVISION_CODE,To structure revision code,V
51922.0,IDLE_TIME_TOLERANCE,Idle Time Tolerance,N
51922.0,SEQUENCING_WINDOW,Sequencing Window,N
51922.0,EFFICIENCY,Resource Efficiency,N
51922.0,UTILIZATION,Resource Utilization,N
55164.0,DM_DOCUMENT_ID,For Document managment doc Id,N
55164.0,DM_FOLDER_PATH,DM_FOLDER_PATH,V
55164.0,DM_NODE,DM_NODE,N
55164.0,DM_TYPE,DM_TYPE,V
55164.0,DM_VERSION_NUMBER,DM_VERSION_NUMBER,V
57856.0,DISPLAY_QUANTITY,"""Used to display quantity for rate based planning resource""",N
53977.0,DATE_EFF_FUNDS_CONSUMPTION,Date effective funds consumption flag,V
57871.0,FUTURE_TERM_WF_FLAG,"This flag indicates whether the termination process has been initiated for this person already, then do not initiate another termination process. It also checks whether the person is reverse terminated, then do not initiate the termination ",V
52559.0,CUSTOMER_KEY,Derived key created by Oracle Sales and Marketing to facilitate querying,V
52559.0,CUSTOMER_NAME,Customer name,V
52559.0,CUSTOMER_NUMBER,Customer number,V
52559.0,CUSTOMER_PROSPECT_CODE,"Indicates whether customer, prospect, or neither",V
52559.0,CUSTOMER_SUBGROUP_CODE,No longer used,V
52559.0,CUSTOMER_TYPE,Receivables lookup code for CUSTOMER_TYPE  (I for internal customers; R for external customers),V
52559.0,DO_NOT_MAIL_FLAG,Determines whether you can send printed documents to the customer,V
52559.0,DUNNING_SITE_USE_ID,Dunning site identifier,N
52559.0,FISCAL_YEAREND_MONTH,Month in which fiscal year ends for customer,V
52559.0,FOB_POINT,Group responsible for freight,V
52559.0,FREIGHT_TERM,Order Entry lookup code for FREIGHT_TERMS,V
52559.0,GSA_INDICATOR,Flag to indicate whether this is a public sector service agency,V
52559.0,JGZZ_FISCAL_CODE,"This column is used as the ""Fiscal Code"" for certain European Countries",V
52559.0,LAST_UPDATED_BY,Standard Who column,N
52559.0,LAST_UPDATE_DATE,Standard Who column,D
52559.0,LAST_UPDATE_LOGIN,Standard Who column,N
52559.0,MISSION_STATEMENT,Oracle Sales and Marketing column (corporate charter of customer),V
52559.0,NET_WORTH,No longer used,N
52559.0,NUM_OF_EMPLOYEES,Number of employees of customer,N
52559.0,ORDER_TYPE_ID,Order type identifier,N
52559.0,ORIG_SYSTEM,Source of record [partners with ORIG_SYSTEM_REF],V
52559.0,ORIG_SYSTEM_REFERENCE,Unique customer identifier from foreign system,V
52559.0,PAYMENT_TERM_ID,This column is not used by AR.  (used by Oracle Order Entry),N
52559.0,POTENTIAL_REVENUE_CURR_FY,Potential revenue this fiscal year for customer,N
52559.0,POTENTIAL_REVENUE_NEXT_FY,Potential revenue next fiscal year for customer,N
52559.0,PRICE_LIST_ID,Price list identifier,N
52559.0,PRIMARY_SALESREP_ID,Primary sales rep identifier,N
52559.0,PRIMARY_SPECIALIST_ID,This column is for the service personnel dispatching feature in Incident Tracking.  This column is a foreign key to PER_PEOPLE.,N
52559.0,PROGRAM_APPLICATION_ID,Application identifier of last concurrent program to update this record,N
52559.0,PROGRAM_ID,Program identifier of last concurrent program to update this record,N
52559.0,PROGRAM_UPDATE_DATE,Last update date of this record by a concurrent program,D
52559.0,RANK,No longer used,V
52559.0,REFERENCE_USE_FLAG,Indicates whether customer  has agreed to be a reference (null means No),V
52559.0,REQUEST_ID,Request identifier of last concurrent program to update this record,N
52559.0,SALES_CHANNEL_CODE,Order Entry lookup code for SALES_CHANNEL,V
52559.0,SECONDARY_SPECIALIST_ID,This column is for the service personnel dispatching feature in Incident Tracking.  This column is a foreign key to PER_PEOPLE.,N
52559.0,SHIP_PARTIAL,Flag if partial shipments are sent,V
52559.0,SHIP_VIA,Name of shipping firm,V
52559.0,SIC_CODE,Standard Industry Classification code,V
52559.0,STATEMENT_SITE_USE_ID,Statement site,N
52559.0,STATUS,Customer status flag.  Lookup code for 'CODE_STATUS',V
52559.0,TAX_CODE,Tax code for this customer,V
52559.0,TAX_EXEMPT,No longer used,V
52559.0,TAX_EXEMPT_NUM,No longer used,V
52559.0,TAX_EXEMPT_REASON_CODE,No longer used,V
52559.0,TAX_REFERENCE,Taxpayer identification number,V
52559.0,THIRD_PARTY_FLAG,"This flag tracks whether a customer is a direct customer of the organization using AR or a third party vendor of some sort.  If Oracle Service is installed, the Third Party field in the Customers window should be mandatory",V
52559.0,WAREHOUSE_ID,Warehouse identifier,N
52559.0,YEAR_ESTABLISHED,Year in which customer began doing business,N
52547.0,GLOBAL_ATTRIBUTE9,Reserved for country-specific functionality,V
52559.0,GLOBAL_ATTRIBUTE_CATEGORY,Reserved For Globalization Functionality,V
52559.0,WH_UPDATE_DATE,Warehouse update date when record was recorded or changed,D
89258.0,ACD_TYPE,"Add, change, or disable code for component on an engineering change order",N
89258.0,ATTRIBUTE1,Descriptive flexfield segment,V
89258.0,ATTRIBUTE10,Descriptive flexfield segment,V
89258.0,ATTRIBUTE11,Descriptive flexfield segment,V
89258.0,ATTRIBUTE12,Descriptive flexfield segment,V
89258.0,ATTRIBUTE13,Descriptive flexfield segment,V
89258.0,ATTRIBUTE14,Descriptive flexfield segment,V
89258.0,ATTRIBUTE15,Descriptive flexfield segment,V
89258.0,ATTRIBUTE2,Descriptive flexfield segment,V
89258.0,ATTRIBUTE3,Descriptive flexfield segment,V
89258.0,ATTRIBUTE4,Descriptive flexfield segment,V
